,DXEX v3,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18
0,C:\Documents and Settings\Prof. Werneck\Desktop\Testes_HTP\Testes\Testes_Topo\15mm\15mm_campo_topo_t03.lda,,,,,,,,,,,,,,,,,,
1,18:05:01,,,,,,,,,,,,,,,,,,
2,15.00 mm;-0.85 mm;0.00 mm,,,,,,,,,,,,,,,,,,
3,15_90_sub1,,,,,,,,,,,,,,,,,,
4,"""X [mm]""	""Y [mm]""	""Z [mm]""	""Date_Time""	""Count{1}""	""Data Rate{1} [#/s]""	""Validation{1} [%]""	""LDA1-Mean [m/s]""","""LDA2-Mean","[m/s]""","""LDA1-RMS","[m/s]""","""LDA2-RMS","[m/s]""","""LDA1-MeanConf","[m/s]""","""LDA2-MeanConf","[m/s]""","""LDA1-RMSConf","[m/s]""","""LDA2-RMSConf","[m/s]""","""LDA1-AnodeCur","[uA]""","""LDA2-AnodeCur","[uA]"""
405,15.00	0.15	-15.50	19:27:39	178	36.46	93.60	0.3840	0.0459	0.2091	0.2210	0.0308	0.0326	0.0218	0.0230	12	19,,,,,,,,,,,,,,,,,,
406,15.00	-0.35	-15.50	19:27:52	194	39.06	94.28	0.3880	-0.0158	0.1952	0.2222	0.0275	0.0313	0.0195	0.0222	12	25,,,,,,,,,,,,,,,,,,
407,15.00	-0.85	-15.50	19:28:04	167	33.54	95.27	0.3854	0.0148	0.2000	0.2277	0.0304	0.0346	0.0215	0.0245	12	28,,,,,,,,,,,,,,,,,,
408,15.00	-1.35	-15.50	19:28:16	193	38.94	91.99	0.4106	-0.0455	0.2208	0.1969	0.0312	0.0278	0.0221	0.0197	12	22,,,,,,,,,,,,,,,,,,
409,15.00	-1.35	-16.00	19:28:29	194	38.95	97.63	0.3682	-0.0291	0.2031	0.2225	0.0287	0.0314	0.0203	0.0222	12	22,,,,,,,,,,,,,,,,,,
410,15.00	-0.85	-16.00	19:28:41	207	41.49	92.54	0.3959	-0.0432	0.2148	0.2621	0.0293	0.0358	0.0207	0.0253	12	19,,,,,,,,,,,,,,,,,,
411,15.00	-0.35	-16.00	19:28:54	198	40.63	90.74	0.3607	0.0179	0.2173	0.2497	0.0303	0.0349	0.0215	0.0247	16	25,,,,,,,,,,,,,,,,,,
412,15.00	0.15	-16.00	19:29:06	183	36.85	95.49	0.3930	0.0260	0.2285	0.2058	0.0332	0.0299	0.0235	0.0211	12	19,,,,,,,,,,,,,,,,,,
413,15.00	0.65	-16.00	19:29:19	179	36.05	91.73	0.3814	0.0911	0.2161	0.2166	0.0318	0.0318	0.0225	0.0225	19	22,,,,,,,,,,,,,,,,,,
414,15.00	1.15	-16.00	19:29:31	132	27.09	92.22	0.3742	0.0588	0.2045	0.1923	0.0350	0.0329	0.0248	0.0233	12	28,,,,,,,,,,,,,,,,,,
415,15.00	1.65	-16.50	19:29:43	116	23.62	85.03	0.3083	0.0721	0.2234	0.1672	0.0408	0.0306	0.0289	0.0216	16	124,,,,,,,,,,,,,,,,,,
416,15.00	1.15	-16.50	19:29:55	103	20.74	90.62	0.3803	0.0852	0.2109	0.2259	0.0409	0.0438	0.0289	0.0310	12	32,,,,,,,,,,,,,,,,,,
417,15.00	0.65	-16.50	19:30:07	203	41.27	91.49	0.3250	0.0789	0.2100	0.2217	0.0290	0.0306	0.0205	0.0216	16	22,,,,,,,,,,,,,,,,,,
418,15.00	0.15	-16.50	19:30:19	206	41.35	96.60	0.3810	0.0389	0.2279	0.2381	0.0312	0.0326	0.0221	0.0230	16	22,,,,,,,,,,,,,,,,,,
419,15.00	-0.35	-16.50	19:30:32	191	40.21	93.43	0.3721	0.0053	0.2301	0.2371	0.0327	0.0337	0.0231	0.0238	16	19,,,,,,,,,,,,,,,,,,
420,15.00	-0.85	-16.50	19:30:44	190	38.40	93.31	0.3827	-0.0275	0.2337	0.2507	0.0333	0.0357	0.0236	0.0253	16	22,,,,,,,,,,,,,,,,,,
421,15.00	-1.35	-16.50	19:30:56	218	43.99	90.88	0.3576	-0.0695	0.2048	0.2283	0.0272	0.0304	0.0193	0.0215	12	16,,,,,,,,,,,,,,,,,,
422,15.00	-1.85	-17.00	19:31:08	204	40.91	95.47	0.3334	-0.0628	0.2138	0.2059	0.0294	0.0283	0.0208	0.0200	19	22,,,,,,,,,,,,,,,,,,
423,15.00	-1.35	-17.00	19:31:21	199	40.16	94.23	0.3112	-0.0399	0.2179	0.2167	0.0304	0.0302	0.0215	0.0213	12	19,,,,,,,,,,,,,,,,,,
424,15.00	-0.85	-17.00	19:31:34	181	36.25	95.61	0.3771	0.0077	0.2349	0.2308	0.0343	0.0337	0.0243	0.0238	12	19,,,,,,,,,,,,,,,,,,
425,15.00	-0.35	-17.00	19:31:48	190	38.60	88.36	0.3431	0.0182	0.2490	0.2361	0.0355	0.0337	0.0251	0.0238	16	22,,,,,,,,,,,,,,,,,,
426,15.00	0.15	-17.00	19:32:00	178	36.01	91.31	0.3480	0.0396	0.2505	0.2583	0.0369	0.0381	0.0261	0.0269	12	16,,,,,,,,,,,,,,,,,,
427,15.00	0.65	-17.00	19:32:12	189	38.26	92.25	0.3010	0.0611	0.2443	0.2296	0.0349	0.0328	0.0247	0.0232	16	19,,,,,,,,,,,,,,,,,,
428,15.00	1.15	-17.00	19:32:25	144	28.90	90.84	0.3153	0.0962	0.2098	0.2317	0.0344	0.0380	0.0243	0.0269	16	25,,,,,,,,,,,,,,,,,,
429,15.00	1.65	-17.00	19:32:37	140	28.94	92.06	0.3175	0.0867	0.2090	0.1864	0.0347	0.0310	0.0246	0.0219	25	22,,,,,,,,,,,,,,,,,,
430,15.00	2.15	-17.50	19:32:51	163	33.51	81.16	0.2145	0.0708	0.2315	0.1646	0.0356	0.0254	0.0252	0.0179	19	51,,,,,,,,,,,,,,,,,,
431,15.00	1.65	-17.50	19:33:03	148	30.12	96.69	0.2550	0.0620	0.1782	0.1961	0.0288	0.0317	0.0204	0.0224	16	25,,,,,,,,,,,,,,,,,,
432,15.00	1.15	-17.50	19:33:15	131	26.34	89.26	0.2533	0.0858	0.2205	0.2232	0.0379	0.0384	0.0268	0.0271	12	22,,,,,,,,,,,,,,,,,,
433,15.00	0.65	-17.50	19:33:27	203	41.44	90.80	0.2903	0.0692	0.2195	0.2412	0.0303	0.0333	0.0214	0.0235	16	16,,,,,,,,,,,,,,,,,,
434,15.00	0.15	-17.50	19:33:39	199	40.33	95.26	0.3488	0.0459	0.2296	0.2160	0.0320	0.0301	0.0226	0.0213	12	16,,,,,,,,,,,,,,,,,,
435,15.00	-0.35	-17.50	19:33:51	199	40.25	95.83	0.3540	0.0388	0.2279	0.2522	0.0317	0.0351	0.0225	0.0248	12	16,,,,,,,,,,,,,,,,,,
436,15.00	-0.85	-17.50	19:34:04	181	36.29	90.99	0.3591	-0.0084	0.2155	0.2669	0.0315	0.0390	0.0223	0.0276	12	16,,,,,,,,,,,,,,,,,,
437,15.00	-1.35	-17.50	19:34:16	187	38.27	97.14	0.3535	-0.0652	0.2280	0.2624	0.0328	0.0377	0.0232	0.0267	12	16,,,,,,,,,,,,,,,,,,
438,15.00	-1.85	-17.50	19:34:28	175	35.03	89.12	0.3140	-0.0767	0.2176	0.2372	0.0323	0.0352	0.0229	0.0249	16	19,,,,,,,,,,,,,,,,,,
439,15.00	-2.35	-18.00	19:34:41	192	39.10	91.93	0.2598	-0.0558	0.2341	0.2171	0.0332	0.0308	0.0235	0.0218	12	22,,,,,,,,,,,,,,,,,,
440,15.00	-1.85	-18.00	19:34:54	161	32.45	91.68	0.2620	-0.0353	0.2313	0.2350	0.0358	0.0364	0.0253	0.0257	16	22,,,,,,,,,,,,,,,,,,
441,15.00	-1.35	-18.00	19:35:06	197	39.77	93.52	0.3035	0.0054	0.2447	0.2156	0.0343	0.0302	0.0242	0.0213	16	16,,,,,,,,,,,,,,,,,,
442,15.00	-0.85	-18.00	19:35:18	162	32.82	98.06	0.3575	0.0232	0.2293	0.2246	0.0354	0.0347	0.0250	0.0245	12	22,,,,,,,,,,,,,,,,,,
443,15.00	-0.35	-18.00	19:35:30	178	35.65	96.53	0.3462	0.0102	0.1998	0.2258	0.0294	0.0333	0.0208	0.0235	12	16,,,,,,,,,,,,,,,,,,
444,15.00	0.15	-18.00	19:35:42	206	41.95	93.59	0.3436	-0.0085	0.2170	0.2252	0.0297	0.0308	0.0210	0.0218	12	19,,,,,,,,,,,,,,,,,,
445,15.00	0.65	-18.00	19:35:55	188	38.58	93.13	0.2933	0.0467	0.2342	0.2431	0.0336	0.0348	0.0237	0.0246	16	16,,,,,,,,,,,,,,,,,,
446,15.00	1.15	-18.00	19:36:07	158	32.02	94.17	0.2352	0.0547	0.2241	0.2254	0.0351	0.0353	0.0248	0.0249	12	16,,,,,,,,,,,,,,,,,,
447,15.00	1.65	-18.00	19:36:19	129	25.29	88.90	0.1931	0.0532	0.1858	0.1999	0.0322	0.0346	0.0228	0.0245	12	28,,,,,,,,,,,,,,,,,,
448,15.00	2.15	-18.00	19:36:32	160	32.39	92.86	0.1883	0.0839	0.1777	0.1762	0.0276	0.0274	0.0195	0.0194	16	19,,,,,,,,,,,,,,,,,,
449,15.00	2.65	-18.00	19:36:44	127	25.65	65.69	0.1767	0.0226	0.1622	0.1578	0.0283	0.0276	0.0200	0.0195	121	198,,,,,,,,,,,,,,,,,,
450,15.00	2.65	-18.50	19:36:56	151	30.52	92.46	0.1279	0.0960	0.1874	0.1481	0.0300	0.0237	0.0212	0.0168	12	19,,,,,,,,,,,,,,,,,,
451,15.00	2.15	-18.50	19:37:09	147	29.92	88.34	0.1767	0.0599	0.1819	0.1717	0.0295	0.0279	0.0209	0.0197	16	25,,,,,,,,,,,,,,,,,,
452,15.00	1.65	-18.50	19:37:22	106	21.48	83.60	0.1663	0.0481	0.2140	0.2185	0.0409	0.0418	0.0289	0.0296	16	22,,,,,,,,,,,,,,,,,,
453,15.00	1.15	-18.50	19:37:34	166	33.30	92.15	0.2144	0.0096	0.2025	0.2109	0.0309	0.0322	0.0219	0.0228	12	16,,,,,,,,,,,,,,,,,,
454,15.00	0.65	-18.50	19:37:46	188	38.07	96.49	0.2843	-0.0071	0.2174	0.2225	0.0312	0.0319	0.0220	0.0226	12	16,,,,,,,,,,,,,,,,,,
455,15.00	0.15	-18.50	19:37:59	200	40.07	87.41	0.3086	-0.0224	0.2223	0.2246	0.0309	0.0312	0.0218	0.0221	16	16,,,,,,,,,,,,,,,,,,
456,15.00	-0.35	-18.50	19:38:11	156	31.52	97.58	0.3367	0.0198	0.2193	0.2078	0.0345	0.0327	0.0244	0.0231	12	16,,,,,,,,,,,,,,,,,,
457,15.00	-0.85	-18.50	19:38:23	151	30.51	93.61	0.3811	-0.0221	0.1819	0.2350	0.0291	0.0376	0.0206	0.0266	12	16,,,,,,,,,,,,,,,,,,
458,15.00	-1.35	-18.50	19:38:35	206	41.92	79.89	0.3117	-0.0051	0.2098	0.2210	0.0287	0.0303	0.0203	0.0214	16	16,,,,,,,,,,,,,,,,,,
459,15.00	-1.85	-18.50	19:38:48	176	35.24	91.53	0.2409	-0.0538	0.2252	0.2231	0.0334	0.0331	0.0236	0.0234	12	25,,,,,,,,,,,,,,,,,,
460,15.00	-2.35	-18.50	19:39:01	190	38.82	93.79	0.1927	0.0008	0.2228	0.2055	0.0318	0.0293	0.0225	0.0207	16	22,,,,,,,,,,,,,,,,,,
461,15.00	-2.85	-18.50	19:39:13	168	34.63	96.29	0.1532	-0.0554	0.1891	0.1914	0.0287	0.0290	0.0203	0.0205	19	25,,,,,,,,,,,,,,,,,,
462,15.00	-3.35	-19.00	19:39:25	185	37.69	92.74	0.1218	-0.0500	0.1914	0.1775	0.0277	0.0256	0.0196	0.0181	16	22,,,,,,,,,,,,,,,,,,
463,15.00	-2.85	-19.00	19:39:37	216	43.44	93.81	0.1477	-0.0230	0.2053	0.2035	0.0274	0.0272	0.0194	0.0192	9	19,,,,,,,,,,,,,,,,,,
464,15.00	-2.35	-19.00	19:39:49	161	32.43	96.26	0.1769	-0.0519	0.2573	0.2065	0.0399	0.0320	0.0282	0.0226	12	19,,,,,,,,,,,,,,,,,,
465,15.00	-1.85	-19.00	19:40:01	170	34.22	93.46	0.2198	0.0405	0.2428	0.2157	0.0366	0.0325	0.0259	0.0230	12	19,,,,,,,,,,,,,,,,,,
466,15.00	-1.35	-19.00	19:40:13	184	36.99	94.93	0.3244	0.0254	0.2164	0.2314	0.0314	0.0335	0.0222	0.0237	12	12,,,,,,,,,,,,,,,,,,
467,15.00	-0.85	-19.00	19:40:26	174	34.91	90.40	0.3426	0.0126	0.2139	0.2254	0.0319	0.0336	0.0225	0.0237	16	19,,,,,,,,,,,,,,,,,,
468,15.00	-0.35	-19.00	19:40:38	186	37.44	94.13	0.3649	-0.0022	0.2069	0.2188	0.0298	0.0315	0.0211	0.0223	12	16,,,,,,,,,,,,,,,,,,
469,15.00	0.15	-19.00	19:40:50	178	36.19	91.85	0.3244	-0.0032	0.1934	0.2043	0.0285	0.0301	0.0201	0.0213	16	19,,,,,,,,,,,,,,,,,,
470,15.00	0.65	-19.00	19:41:03	159	32.26	86.73	0.2550	-0.0308	0.2096	0.2355	0.0327	0.0367	0.0231	0.0260	12	16,,,,,,,,,,,,,,,,,,
471,15.00	1.15	-19.00	19:41:15	174	34.81	87.19	0.2059	0.0069	0.2246	0.2166	0.0335	0.0323	0.0237	0.0228	16	19,,,,,,,,,,,,,,,,,,
472,15.00	1.65	-19.00	19:41:27	104	21.92	85.60	0.1866	-0.0005	0.2023	0.1930	0.0391	0.0373	0.0276	0.0264	12	25,,,,,,,,,,,,,,,,,,
473,15.00	2.15	-19.00	19:41:40	143	28.91	94.21	0.1612	0.0017	0.1853	0.2043	0.0305	0.0336	0.0216	0.0238	9	22,,,,,,,,,,,,,,,,,,
474,15.00	2.65	-19.00	19:41:53	157	31.54	96.28	0.1499	0.0465	0.2014	0.1716	0.0316	0.0269	0.0223	0.0190	12	16,,,,,,,,,,,,,,,,,,
475,15.00	3.15	-19.00	19:42:07	135	28.05	94.15	0.1215	0.0325	0.1980	0.1660	0.0335	0.0281	0.0237	0.0199	9	19,,,,,,,,,,,,,,,,,,
476,15.00	3.65	-19.50	19:42:19	166	33.25	90.16	0.1038	-0.0061	0.1486	0.1828	0.0227	0.0279	0.0160	0.0197	12	16,,,,,,,,,,,,,,,,,,
477,15.00	3.15	-19.50	19:42:31	136	27.45	93.40	0.0919	-0.0070	0.1821	0.1889	0.0307	0.0319	0.0217	0.0225	9	12,,,,,,,,,,,,,,,,,,
478,15.00	2.65	-19.50	19:42:43	119	24.10	92.16	0.1270	-0.0348	0.1896	0.1850	0.0342	0.0334	0.0242	0.0236	12	19,,,,,,,,,,,,,,,,,,
479,15.00	2.15	-19.50	19:42:56	121	24.62	96.37	0.1697	-0.0375	0.1893	0.1874	0.0339	0.0335	0.0239	0.0237	12	25,,,,,,,,,,,,,,,,,,
480,15.00	1.65	-19.50	19:43:08	116	23.57	94.81	0.1514	-0.0620	0.1726	0.2020	0.0315	0.0369	0.0223	0.0261	16	22,,,,,,,,,,,,,,,,,,
481,15.00	1.15	-19.50	19:43:21	137	27.84	90.84	0.2082	-0.0542	0.2237	0.2088	0.0376	0.0351	0.0266	0.0248	16	19,,,,,,,,,,,,,,,,,,
482,15.00	0.65	-19.50	19:43:33	157	31.73	96.38	0.2474	-0.0476	0.2008	0.2258	0.0315	0.0354	0.0223	0.0251	12	25,,,,,,,,,,,,,,,,,,
483,15.00	0.15	-19.50	19:43:46	204	41.68	95.93	0.3248	-0.0544	0.1898	0.2376	0.0261	0.0327	0.0185	0.0231	12	19,,,,,,,,,,,,,,,,,,
484,15.00	-0.35	-19.50	19:43:59	164	33.13	95.70	0.3413	-0.0506	0.1831	0.2517	0.0281	0.0386	0.0199	0.0273	41	19,,,,,,,,,,,,,,,,,,
485,15.00	-0.85	-19.50	19:44:11	161	32.50	91.84	0.3089	0.0017	0.2152	0.2466	0.0333	0.0382	0.0236	0.0270	12	16,,,,,,,,,,,,,,,,,,
486,15.00	-1.35	-19.50	19:44:23	204	41.45	93.16	0.2778	0.0563	0.2017	0.2267	0.0277	0.0312	0.0196	0.0220	12	16,,,,,,,,,,,,,,,,,,
487,15.00	-1.85	-19.50	19:44:35	195	39.70	94.92	0.1969	0.0612	0.1963	0.2176	0.0276	0.0306	0.0195	0.0216	12	19,,,,,,,,,,,,,,,,,,
488,15.00	-2.35	-19.50	19:44:48	138	28.23	95.22	0.1872	0.0198	0.2074	0.2046	0.0347	0.0343	0.0246	0.0242	12	22,,,,,,,,,,,,,,,,,,
489,15.00	-2.85	-19.50	19:45:01	152	30.64	93.58	0.1667	0.0215	0.1888	0.1941	0.0301	0.0310	0.0213	0.0219	9	16,,,,,,,,,,,,,,,,,,
490,15.00	-3.35	-19.50	19:45:14	169	34.06	93.03	0.0967	0.0418	0.1592	0.1990	0.0241	0.0301	0.0170	0.0213	12	19,,,,,,,,,,,,,,,,,,
491,15.00	-3.85	-19.50	19:45:26	136	27.67	95.55	0.0874	0.0160	0.1805	0.1845	0.0304	0.0311	0.0215	0.0220	12	16,,,,,,,,,,,,,,,,,,
492,15.00	-4.35	-19.50	19:45:39	164	32.89	96.55	0.0775	0.0005	0.1726	0.1901	0.0265	0.0292	0.0187	0.0206	12	25,,,,,,,,,,,,,,,,,,
493,15.00	-5.35	-20.00	19:45:53	143	28.70	95.16	0.0943	0.0693	0.1732	0.1771	0.0285	0.0291	0.0201	0.0206	12	25,,,,,,,,,,,,,,,,,,
494,15.00	-4.85	-20.00	19:46:06	153	32.02	92.66	0.0717	0.1037	0.2034	0.1901	0.0323	0.0302	0.0229	0.0214	12	19,,,,,,,,,,,,,,,,,,
495,15.00	-4.35	-20.00	19:46:19	119	24.00	91.02	0.0707	0.1124	0.1762	0.1636	0.0318	0.0295	0.0225	0.0209	12	22,,,,,,,,,,,,,,,,,,
496,15.00	-3.85	-20.00	19:46:32	164	33.15	96.49	0.0849	0.1009	0.1840	0.1950	0.0283	0.0299	0.0200	0.0212	12	28,,,,,,,,,,,,,,,,,,
497,15.00	-3.35	-20.00	19:46:45	132	26.47	95.98	0.0764	0.0926	0.1603	0.1657	0.0274	0.0284	0.0194	0.0201	12	25,,,,,,,,,,,,,,,,,,
498,15.00	-2.85	-20.00	19:46:57	159	31.19	85.98	0.1251	0.1277	0.1920	0.1947	0.0299	0.0304	0.0212	0.0215	12	22,,,,,,,,,,,,,,,,,,
499,15.00	-2.35	-20.00	19:47:10	125	25.79	88.74	0.1440	0.1249	0.1811	0.2048	0.0319	0.0360	0.0225	0.0255	12	19,,,,,,,,,,,,,,,,,,
500,15.00	-1.85	-20.00	19:47:22	152	30.67	93.01	0.2061	0.0917	0.1731	0.2278	0.0276	0.0363	0.0195	0.0257	9	19,,,,,,,,,,,,,,,,,,
501,15.00	-1.35	-20.00	19:47:34	172	34.59	93.42	0.2704	0.0817	0.1930	0.2739	0.0289	0.0411	0.0205	0.0290	12	16,,,,,,,,,,,,,,,,,,
502,15.00	-0.85	-20.00	19:47:47	149	30.26	94.17	0.2953	0.0293	0.1767	0.2969	0.0285	0.0478	0.0201	0.0338	12	16,,,,,,,,,,,,,,,,,,
503,15.00	-0.35	-20.00	19:47:59	160	32.02	93.22	0.2697	-0.0244	0.1828	0.2796	0.0284	0.0435	0.0201	0.0307	12	19,,,,,,,,,,,,,,,,,,
504,15.00	0.15	-20.00	19:48:12	182	36.95	94.45	0.2536	-0.1109	0.1802	0.2495	0.0262	0.0364	0.0186	0.0257	12	16,,,,,,,,,,,,,,,,,,
505,15.00	0.65	-20.00	19:48:24	178	35.70	93.82	0.1997	-0.0936	0.1744	0.2416	0.0257	0.0356	0.0182	0.0252	12	16,,,,,,,,,,,,,,,,,,
506,15.00	1.15	-20.00	19:48:36	131	26.51	98.43	0.1755	-0.0817	0.1767	0.2141	0.0304	0.0368	0.0215	0.0260	9	22,,,,,,,,,,,,,,,,,,
507,15.00	1.65	-20.00	19:48:49	98	20.58	97.28	0.1409	-0.1000	0.1483	0.2217	0.0295	0.0441	0.0209	0.0312	9	16,,,,,,,,,,,,,,,,,,
508,15.00	2.15	-20.00	19:49:02	118	24.64	92.48	0.1149	-0.1278	0.1710	0.2052	0.0310	0.0372	0.0219	0.0263	12	28,,,,,,,,,,,,,,,,,,
509,15.00	2.65	-20.00	19:49:14	133	26.96	93.62	0.0818	-0.1395	0.1687	0.1746	0.0288	0.0298	0.0204	0.0211	12	28,,,,,,,,,,,,,,,,,,
510,15.00	3.15	-20.00	19:49:26	138	27.72	92.75	0.0550	-0.1080	0.1899	0.1863	0.0318	0.0312	0.0225	0.0221	12	19,,,,,,,,,,,,,,,,,,
511,15.00	3.65	-20.00	19:49:38	150	30.23	90.89	0.0597	-0.1194	0.1915	0.1877	0.0307	0.0301	0.0217	0.0213	12	22,,,,,,,,,,,,,,,,,,
512,15.00	4.15	-20.00	19:49:51	154	31.24	91.13	0.0857	-0.0974	0.1922	0.1725	0.0305	0.0273	0.0215	0.0193	9	22,,,,,,,,,,,,,,,,,,
513,15.00	4.65	-20.00	19:50:03	182	36.62	95.46	0.0926	-0.0885	0.1743	0.1738	0.0254	0.0253	0.0180	0.0179	12	22,,,,,,,,,,,,,,,,,,
514,15.00	5.15	-20.00	19:50:15	146	29.47	90.30	0.1045	-0.0967	0.1441	0.2039	0.0234	0.0332	0.0166	0.0235	12	19,,,,,,,,,,,,,,,,,,
515,15.00	5.65	-20.00	19:50:28	153	31.00	91.27	0.1125	-0.1476	0.1309	0.2222	0.0208	0.0353	0.0147	0.0250	38	19,,,,,,,,,,,,,,,,,,
516,15.00	7.15	-20.50	19:50:45	189	38.17	94.26	0.0346	-0.3485	0.2243	0.2167	0.0321	0.0310	0.0227	0.0219	12	16,,,,,,,,,,,,,,,,,,
517,15.00	6.65	-20.50	19:50:57	182	37.00	92.01	0.0506	-0.3465	0.2084	0.2204	0.0304	0.0321	0.0215	0.0227	12	22,,,,,,,,,,,,,,,,,,
518,15.00	6.15	-20.50	19:51:09	164	33.13	91.49	0.0614	-0.2780	0.2096	0.2379	0.0322	0.0365	0.0228	0.0258	16	22,,,,,,,,,,,,,,,,,,
519,15.00	5.65	-20.50	19:51:22	129	26.36	90.17	0.0633	-0.2566	0.1661	0.2226	0.0288	0.0386	0.0203	0.0273	12	19,,,,,,,,,,,,,,,,,,
520,15.00	5.15	-20.50	19:51:34	153	31.44	91.80	0.0584	-0.1663	0.1577	0.1875	0.0251	0.0298	0.0177	0.0211	16	19,,,,,,,,,,,,,,,,,,
521,15.00	4.65	-20.50	19:51:46	166	33.95	93.97	0.0538	-0.1760	0.1690	0.1642	0.0258	0.0251	0.0182	0.0177	16	28,,,,,,,,,,,,,,,,,,
522,15.00	4.15	-20.50	19:51:59	137	27.40	91.97	0.0369	-0.2076	0.1846	0.1590	0.0310	0.0267	0.0219	0.0189	12	19,,,,,,,,,,,,,,,,,,
523,15.00	3.65	-20.50	19:52:11	167	33.68	84.18	0.0392	-0.1945	0.1750	0.1569	0.0266	0.0239	0.0188	0.0169	12	12,,,,,,,,,,,,,,,,,,
524,15.00	3.15	-20.50	19:52:24	125	25.21	90.32	0.0476	-0.2457	0.1949	0.1496	0.0343	0.0263	0.0243	0.0186	9	16,,,,,,,,,,,,,,,,,,
525,15.00	2.65	-20.50	19:52:36	120	24.20	88.57	0.0764	-0.2089	0.1547	0.1741	0.0278	0.0313	0.0197	0.0221	12	22,,,,,,,,,,,,,,,,,,
526,15.00	2.15	-20.50	19:52:49	121	24.48	90.90	0.0847	-0.2385	0.1692	0.1811	0.0303	0.0324	0.0214	0.0229	12	19,,,,,,,,,,,,,,,,,,
527,15.00	1.65	-20.50	19:53:02	143	28.86	90.23	0.1259	-0.1980	0.1445	0.1658	0.0238	0.0273	0.0168	0.0193	12	22,,,,,,,,,,,,,,,,,,
528,15.00	1.15	-20.50	19:53:14	173	35.66	91.02	0.1393	-0.1702	0.1439	0.1974	0.0215	0.0295	0.0152	0.0209	12	22,,,,,,,,,,,,,,,,,,
529,15.00	0.65	-20.50	19:53:27	180	36.67	94.76	0.1672	-0.1753	0.1592	0.2139	0.0233	0.0313	0.0165	0.0222	12	19,,,,,,,,,,,,,,,,,,
530,15.00	0.15	-20.50	19:53:40	175	35.67	94.77	0.1810	-0.1334	0.1749	0.2504	0.0260	0.0372	0.0184	0.0263	12	25,,,,,,,,,,,,,,,,,,
531,15.00	-0.35	-20.50	19:53:52	175	35.53	97.45	0.2419	-0.0850	0.1795	0.2843	0.0267	0.0422	0.0189	0.0299	12	19,,,,,,,,,,,,,,,,,,
532,15.00	-0.85	-20.50	19:54:04	177	36.41	91.89	0.1958	-0.0024	0.1817	0.2731	0.0268	0.0404	0.0190	0.0285	12	22,,,,,,,,,,,,,,,,,,
533,15.00	-1.35	-20.50	19:54:17	168	34.10	89.24	0.1891	0.0961	0.1810	0.2710	0.0274	0.0411	0.0194	0.0291	12	19,,,,,,,,,,,,,,,,,,
534,15.00	-1.85	-20.50	19:54:31	158	31.90	97.77	0.1796	0.1579	0.1757	0.2433	0.0275	0.0381	0.0194	0.0269	9	16,,,,,,,,,,,,,,,,,,
535,15.00	-2.35	-20.50	19:54:43	153	31.52	95.16	0.1270	0.2033	0.1456	0.1726	0.0231	0.0274	0.0164	0.0194	12	16,,,,,,,,,,,,,,,,,,
536,15.00	-2.85	-20.50	19:54:55	138	27.61	95.83	0.1144	0.1626	0.1659	0.2036	0.0278	0.0341	0.0196	0.0241	16	22,,,,,,,,,,,,,,,,,,
537,15.00	-3.35	-20.50	19:55:08	123	24.87	90.66	0.0782	0.2303	0.1758	0.1705	0.0312	0.0303	0.0221	0.0214	12	19,,,,,,,,,,,,,,,,,,
538,15.00	-3.85	-20.50	19:55:20	149	30.40	95.62	0.0566	0.2061	0.1790	0.1730	0.0288	0.0279	0.0204	0.0197	12	19,,,,,,,,,,,,,,,,,,
539,15.00	-4.35	-20.50	19:55:32	167	34.19	93.68	0.0383	0.1784	0.1600	0.1810	0.0243	0.0275	0.0172	0.0195	12	16,,,,,,,,,,,,,,,,,,
540,15.00	-4.85	-20.50	19:55:44	142	28.70	95.31	0.0644	0.2030	0.1868	0.1437	0.0308	0.0237	0.0218	0.0168	12	16,,,,,,,,,,,,,,,,,,
541,15.00	-5.35	-20.50	19:55:57	168	34.24	95.24	0.0527	0.1657	0.1804	0.1487	0.0274	0.0226	0.0193	0.0160	12	16,,,,,,,,,,,,,,,,,,
542,15.00	-5.85	-20.50	19:56:09	130	26.96	96.61	0.0364	0.1580	0.1424	0.1856	0.0246	0.0320	0.0174	0.0226	16	16,,,,,,,,,,,,,,,,,,
543,15.00	-6.35	-20.50	19:56:23	150	30.77	90.67	0.0545	0.1519	0.1736	0.1915	0.0279	0.0307	0.0197	0.0217	16	22,,,,,,,,,,,,,,,,,,
544,15.00	-6.85	-20.50	19:56:35	171	34.84	94.32	0.0796	0.2533	0.1871	0.2261	0.0281	0.0340	0.0199	0.0240	16	28,,,,,,,,,,,,,,,,,,
545,15.00	-6.85	-21.00	19:56:47	165	33.28	94.85	0.0403	0.3059	0.2131	0.2012	0.0326	0.0308	0.0231	0.0218	12	16,,,,,,,,,,,,,,,,,,
546,15.00	-6.35	-21.00	19:56:59	170	34.64	92.90	0.0137	0.2615	0.2075	0.1933	0.0313	0.0291	0.0221	0.0206	16	16,,,,,,,,,,,,,,,,,,
