DXEX v3
C:\Documents and Settings\Prof. Werneck\Desktop\Testes_HTP\Testes\Testes_Topo\15mm\15mm_campo_topo_t04.lda
07:34:14
15.00 mm;-0.85 mm;0.00 mm
15_90_sub1
"X [mm]"	"Y [mm]"	"Z [mm]"	"Date_Time"	"Count{1}"	"Data Rate{1} [#/s]"	"Validation{1} [%]"	"LDA1-Mean [m/s]"	"LDA2-Mean [m/s]"	"LDA1-RMS [m/s]"	"LDA2-RMS [m/s]"	"LDA1-MeanConf [m/s]"	"LDA2-MeanConf [m/s]"	"LDA1-RMSConf [m/s]"	"LDA2-RMSConf [m/s]"	"LDA1-AnodeCur [uA]"	"LDA2-AnodeCur [uA]"	
15.00	-0.85	0.00	07:34:14	342	68.57	89.79	-0.3358	0.0274	0.1914	0.1810	0.0203	0.0192	0.0144	0.0136	12	38
15.00	-0.35	0.00	07:34:31	357	71.60	93.86	-0.3846	0.0425	0.1736	0.1953	0.0180	0.0203	0.0128	0.0143	16	38
15.00	0.15	0.00	07:34:48	385	77.69	90.82	-0.3753	0.0807	0.1987	0.1865	0.0199	0.0186	0.0141	0.0132	16	28
15.00	0.65	0.00	07:35:06	386	77.30	92.59	-0.3572	0.0939	0.2047	0.1760	0.0204	0.0176	0.0145	0.0124	16	32
15.00	1.15	0.00	07:35:23	425	85.08	86.49	-0.0853	0.1211	0.3227	0.2443	0.0307	0.0233	0.0217	0.0164	19	70
15.00	1.15	-0.50	07:35:40	413	82.76	82.77	-0.0193	0.1243	0.3177	0.2451	0.0307	0.0237	0.0217	0.0167	19	44
15.00	0.65	-0.50	07:35:57	376	75.81	91.53	-0.3511	0.0771	0.2095	0.1995	0.0212	0.0202	0.0150	0.0143	22	32
15.00	0.15	-0.50	07:36:14	364	73.47	93.61	-0.3754	0.0790	0.1701	0.1948	0.0175	0.0200	0.0124	0.0142	12	28
15.00	-0.35	-0.50	07:36:32	353	71.19	94.65	-0.3737	0.0457	0.1754	0.1856	0.0183	0.0194	0.0130	0.0137	12	35
15.00	-0.85	-0.50	07:36:50	356	71.47	89.11	-0.3809	0.0507	0.1904	0.1895	0.0198	0.0197	0.0140	0.0139	12	35
15.00	-0.85	-1.00	07:37:07	278	55.86	91.73	-0.3983	0.0445	0.1703	0.1865	0.0201	0.0220	0.0142	0.0155	12	48
15.00	-0.35	-1.00	07:37:24	367	74.70	94.30	-0.3793	0.0812	0.1697	0.1833	0.0174	0.0188	0.0123	0.0133	12	35
15.00	0.15	-1.00	07:37:41	363	73.61	94.72	-0.3842	0.0719	0.1761	0.1900	0.0181	0.0196	0.0128	0.0138	16	28
15.00	0.65	-1.00	07:37:58	364	73.41	93.12	-0.3321	0.1020	0.2555	0.1758	0.0263	0.0181	0.0186	0.0128	22	25
15.00	1.15	-1.00	07:38:16	352	70.94	83.19	-0.0859	0.1174	0.3181	0.2375	0.0333	0.0248	0.0235	0.0176	19	70
15.00	1.15	-1.50	07:38:33	333	66.54	83.62	-0.0922	0.1077	0.2632	0.2214	0.0283	0.0238	0.0200	0.0168	16	80
15.00	0.65	-1.50	07:38:50	344	69.32	95.31	-0.2884	0.1055	0.2497	0.1815	0.0264	0.0192	0.0187	0.0136	22	32
15.00	0.15	-1.50	07:39:07	352	71.10	92.52	-0.3607	0.0869	0.1905	0.1722	0.0199	0.0180	0.0141	0.0127	12	28
15.00	-0.35	-1.50	07:39:25	356	71.50	96.33	-0.4019	0.0708	0.1718	0.1907	0.0179	0.0198	0.0126	0.0140	12	32
15.00	-0.85	-1.50	07:39:42	292	58.92	89.28	-0.3924	0.0466	0.1836	0.1907	0.0211	0.0219	0.0149	0.0155	12	38
15.00	-1.35	-1.50	07:40:00	357	71.54	85.86	-0.3237	0.0222	0.2366	0.1955	0.0246	0.0203	0.0174	0.0144	16	35
15.00	-1.35	-2.00	07:40:17	349	70.12	87.26	-0.2767	0.0117	0.2337	0.1912	0.0246	0.0201	0.0174	0.0142	12	25
15.00	-0.85	-2.00	07:40:34	286	57.37	91.79	-0.3656	0.0572	0.2195	0.1944	0.0255	0.0226	0.0180	0.0160	12	32
15.00	-0.35	-2.00	07:40:51	313	62.76	95.10	-0.4078	0.0556	0.1882	0.1859	0.0209	0.0206	0.0148	0.0146	16	32
15.00	0.15	-2.00	07:41:08	329	66.07	87.84	-0.3616	0.1101	0.2051	0.1960	0.0222	0.0212	0.0157	0.0150	12	28
15.00	0.65	-2.00	07:41:26	332	66.85	95.03	-0.2649	0.1178	0.2327	0.1723	0.0251	0.0186	0.0177	0.0131	19	28
15.00	1.15	-2.00	07:41:43	300	60.28	88.77	-0.1148	0.1018	0.2343	0.1860	0.0266	0.0211	0.0188	0.0149	12	25
15.00	1.15	-2.50	07:42:00	239	48.40	92.64	-0.1067	0.1564	0.2056	0.1752	0.0261	0.0223	0.0185	0.0157	12	22
15.00	0.65	-2.50	07:42:17	305	61.30	91.95	-0.2636	0.1380	0.2136	0.1712	0.0240	0.0192	0.0170	0.0136	22	35
15.00	0.15	-2.50	07:42:35	317	64.06	93.94	-0.3186	0.1038	0.1905	0.1765	0.0210	0.0195	0.0149	0.0138	12	25
15.00	-0.35	-2.50	07:42:52	343	68.99	91.00	-0.3700	0.0490	0.1858	0.1789	0.0197	0.0190	0.0139	0.0134	12	25
15.00	-0.85	-2.50	07:43:10	276	56.11	89.86	-0.3222	0.0109	0.2244	0.1833	0.0265	0.0217	0.0188	0.0153	12	22
15.00	-1.35	-2.50	07:43:27	322	65.00	91.66	-0.2858	-0.0129	0.2191	0.1740	0.0240	0.0190	0.0169	0.0135	12	35
15.00	-1.85	-3.00	07:43:44	323	64.77	94.20	-0.1109	-0.0778	0.1824	0.1640	0.0199	0.0179	0.0141	0.0127	19	28
15.00	-1.35	-3.00	07:44:01	296	59.98	90.86	-0.2233	-0.0341	0.2113	0.1633	0.0241	0.0186	0.0171	0.0132	16	25
15.00	-0.85	-3.00	07:44:19	313	62.69	92.40	-0.2914	-0.0047	0.1946	0.1675	0.0216	0.0186	0.0153	0.0131	16	25
15.00	-0.35	-3.00	07:44:36	285	57.31	92.26	-0.3187	0.0714	0.1866	0.1692	0.0217	0.0197	0.0153	0.0139	16	25
15.00	0.15	-3.00	07:44:54	299	60.00	95.67	-0.3027	0.0913	0.1978	0.1512	0.0225	0.0172	0.0159	0.0121	12	25
15.00	0.65	-3.00	07:45:11	246	49.90	91.08	-0.2276	0.1255	0.1927	0.1675	0.0241	0.0210	0.0171	0.0148	19	28
15.00	1.15	-3.00	07:45:28	264	52.87	91.81	-0.1367	0.1196	0.1902	0.1628	0.0230	0.0197	0.0163	0.0139	12	25
15.00	1.65	-3.00	07:45:45	297	59.82	92.91	0.0133	0.1566	0.1611	0.1716	0.0184	0.0195	0.0130	0.0138	22	28
15.00	2.15	-3.50	07:46:03	313	62.87	90.96	0.0851	0.1317	0.1879	0.1958	0.0209	0.0217	0.0147	0.0154	25	32
15.00	1.65	-3.50	07:46:20	275	56.32	93.02	-0.0123	0.1432	0.1866	0.1826	0.0221	0.0216	0.0156	0.0153	19	28
15.00	1.15	-3.50	07:46:37	247	49.87	91.39	-0.1324	0.1400	0.1807	0.1611	0.0226	0.0201	0.0160	0.0142	12	35
15.00	0.65	-3.50	07:46:54	260	52.84	93.17	-0.2250	0.1049	0.1970	0.1622	0.0240	0.0198	0.0170	0.0140	22	28
15.00	0.15	-3.50	07:47:11	276	55.82	96.03	-0.3004	0.0886	0.1825	0.1528	0.0216	0.0181	0.0153	0.0128	16	28
15.00	-0.35	-3.50	07:47:29	258	51.77	87.67	-0.3099	0.0395	0.1909	0.1429	0.0233	0.0175	0.0165	0.0123	16	25
15.00	-0.85	-3.50	07:47:46	266	53.68	94.75	-0.2745	-0.0137	0.1937	0.1402	0.0233	0.0169	0.0165	0.0119	12	22
15.00	-1.35	-3.50	07:48:04	292	59.07	93.15	-0.2100	-0.0680	0.1908	0.1683	0.0219	0.0193	0.0155	0.0137	12	25
15.00	-1.85	-3.50	07:48:21	336	67.36	94.52	-0.1352	-0.0831	0.1869	0.1635	0.0200	0.0175	0.0142	0.0124	22	25
15.00	-2.35	-3.50	07:48:38	308	62.23	89.32	-0.0122	-0.1026	0.1912	0.1628	0.0214	0.0182	0.0151	0.0129	12	25
15.00	-2.85	-4.00	07:48:55	261	52.60	89.72	0.0830	-0.1172	0.1979	0.1701	0.0241	0.0207	0.0170	0.0146	19	35
15.00	-2.35	-4.00	07:49:13	280	56.44	92.74	-0.0169	-0.0961	0.1885	0.1665	0.0221	0.0195	0.0156	0.0138	12	19
15.00	-1.85	-4.00	07:49:31	303	60.84	93.19	-0.1218	-0.0857	0.2084	0.1693	0.0235	0.0191	0.0166	0.0135	16	22
15.00	-1.35	-4.00	07:49:49	302	60.64	87.13	-0.1953	-0.0537	0.1767	0.1510	0.0200	0.0171	0.0141	0.0121	12	22
15.00	-0.85	-4.00	07:50:06	305	61.54	91.37	-0.2327	-0.0144	0.1901	0.1521	0.0214	0.0171	0.0151	0.0121	12	22
15.00	-0.35	-4.00	07:50:24	233	47.02	94.47	-0.2577	0.0303	0.1875	0.1386	0.0241	0.0178	0.0171	0.0126	12	22
15.00	0.15	-4.00	07:50:41	262	53.14	94.28	-0.2368	0.0544	0.1956	0.1591	0.0237	0.0193	0.0168	0.0136	12	25
15.00	0.65	-4.00	07:50:58	284	57.49	95.54	-0.2188	0.0877	0.1931	0.1651	0.0225	0.0192	0.0159	0.0136	16	25
15.00	1.15	-4.00	07:51:15	276	55.49	94.78	-0.1334	0.1132	0.1934	0.1821	0.0229	0.0215	0.0162	0.0152	12	32
15.00	1.65	-4.00	07:51:33	289	58.55	91.21	-0.0225	0.1400	0.1862	0.1609	0.0215	0.0186	0.0152	0.0131	16	19
15.00	2.15	-4.00	07:51:50	315	63.04	95.32	0.0565	0.1449	0.2004	0.1770	0.0222	0.0196	0.0157	0.0138	16	28
15.00	2.65	-4.00	07:52:07	390	77.84	89.94	0.1037	0.1305	0.1982	0.2103	0.0197	0.0209	0.0139	0.0148	19	38
15.00	3.15	-4.50	07:52:24	342	68.77	91.40	0.1021	0.1790	0.2006	0.1830	0.0213	0.0194	0.0151	0.0137	16	28
15.00	2.65	-4.50	07:52:41	264	52.87	93.80	0.1020	0.1733	0.2038	0.1880	0.0246	0.0227	0.0174	0.0161	16	32
15.00	2.15	-4.50	07:52:59	280	56.25	92.71	0.0529	0.1517	0.2142	0.1862	0.0251	0.0219	0.0178	0.0155	16	28
15.00	1.65	-4.50	07:53:17	302	60.82	95.06	-0.0317	0.1292	0.2201	0.1912	0.0249	0.0216	0.0176	0.0153	19	25
15.00	1.15	-4.50	07:53:34	294	59.52	92.23	-0.0988	0.1170	0.1977	0.1675	0.0226	0.0192	0.0160	0.0136	16	32
15.00	0.65	-4.50	07:53:51	249	50.29	95.02	-0.2013	0.0865	0.1930	0.1634	0.0240	0.0203	0.0170	0.0144	16	22
15.00	0.15	-4.50	07:54:08	278	56.24	93.61	-0.2259	0.0298	0.1691	0.1443	0.0199	0.0170	0.0141	0.0120	16	22
15.00	-0.35	-4.50	07:54:25	248	49.77	91.27	-0.2591	0.0334	0.1867	0.1440	0.0233	0.0180	0.0165	0.0127	12	25
15.00	-0.85	-4.50	07:54:43	278	56.06	92.80	-0.2213	-0.0244	0.1956	0.1493	0.0230	0.0176	0.0163	0.0124	16	22
15.00	-1.35	-4.50	07:55:00	264	52.72	95.88	-0.1843	-0.0482	0.1811	0.1446	0.0219	0.0175	0.0155	0.0124	19	28
15.00	-1.85	-4.50	07:55:17	299	60.32	92.88	-0.1228	-0.0799	0.1893	0.1673	0.0215	0.0190	0.0152	0.0134	16	25
15.00	-2.35	-4.50	07:55:35	307	61.75	93.24	-0.0072	-0.1084	0.1928	0.1702	0.0216	0.0191	0.0153	0.0135	12	25
15.00	-2.85	-4.50	07:55:52	299	60.64	75.48	0.0570	-0.1117	0.2100	0.1858	0.0238	0.0211	0.0169	0.0149	12	19
15.00	-3.35	-4.50	07:56:09	317	63.86	95.72	0.0898	-0.1027	0.1876	0.1905	0.0207	0.0210	0.0146	0.0149	16	28
15.00	-3.85	-5.00	07:56:27	324	65.06	93.18	0.0901	-0.1339	0.1813	0.1715	0.0198	0.0187	0.0140	0.0132	19	32
15.00	-3.35	-5.00	07:56:44	272	55.25	85.90	0.0502	-0.1471	0.2042	0.1960	0.0243	0.0233	0.0172	0.0165	16	28
15.00	-2.85	-5.00	07:57:01	323	65.70	91.09	0.0390	-0.1095	0.2107	0.1706	0.0230	0.0186	0.0163	0.0132	12	22
15.00	-2.35	-5.00	07:57:18	282	57.38	91.82	-0.0092	-0.1179	0.2240	0.1577	0.0262	0.0184	0.0185	0.0130	16	25
15.00	-1.85	-5.00	07:57:36	324	65.28	88.39	-0.0897	-0.1002	0.2136	0.1597	0.0233	0.0174	0.0165	0.0123	16	22
15.00	-1.35	-5.00	07:57:53	271	54.94	92.34	-0.1443	-0.0517	0.1897	0.1494	0.0226	0.0178	0.0160	0.0126	12	22
15.00	-0.85	-5.00	07:58:10	269	55.09	88.15	-0.2130	-0.0271	0.1694	0.1513	0.0203	0.0181	0.0143	0.0128	16	28
15.00	-0.35	-5.00	07:58:27	223	44.86	94.23	-0.2324	0.0037	0.1803	0.1469	0.0237	0.0193	0.0168	0.0137	16	25
15.00	0.15	-5.00	07:58:44	252	50.94	94.27	-0.2109	0.0445	0.1926	0.1438	0.0238	0.0178	0.0169	0.0126	12	22
15.00	0.65	-5.00	07:59:02	262	52.68	93.64	-0.1583	0.0810	0.2009	0.1559	0.0244	0.0189	0.0172	0.0134	16	25
15.00	1.15	-5.00	07:59:19	258	52.30	93.39	-0.1055	0.1074	0.1858	0.1595	0.0227	0.0195	0.0161	0.0138	12	25
15.00	1.65	-5.00	07:59:36	297	60.02	92.78	-0.0063	0.1280	0.2176	0.1770	0.0248	0.0202	0.0175	0.0143	12	22
15.00	2.15	-5.00	07:59:53	266	54.24	94.90	0.0199	0.1577	0.2336	0.1843	0.0281	0.0222	0.0199	0.0157	16	32
15.00	2.65	-5.00	08:00:11	300	60.31	95.07	0.0426	0.1652	0.2255	0.1958	0.0256	0.0222	0.0181	0.0157	12	22
15.00	3.15	-5.00	08:00:28	334	67.06	94.01	0.0944	0.1846	0.2022	0.1715	0.0217	0.0184	0.0154	0.0130	16	28
15.00	3.65	-5.00	08:00:46	339	68.99	91.70	0.0960	0.1729	0.1902	0.1965	0.0203	0.0209	0.0143	0.0148	19	22
15.00	4.65	-5.50	08:01:05	342	69.12	93.07	0.0568	0.2409	0.2206	0.1987	0.0234	0.0211	0.0166	0.0149	19	38
15.00	4.15	-5.50	08:01:22	319	63.89	92.23	0.0882	0.2241	0.2003	0.1854	0.0220	0.0204	0.0156	0.0144	12	28
15.00	3.65	-5.50	08:01:40	314	63.15	94.22	0.0809	0.1924	0.2224	0.1972	0.0246	0.0218	0.0174	0.0154	12	22
15.00	3.15	-5.50	08:01:57	273	55.20	92.00	0.0759	0.1741	0.2264	0.1971	0.0269	0.0234	0.0190	0.0166	12	25
15.00	2.65	-5.50	08:02:14	312	62.95	95.84	0.0580	0.1569	0.2470	0.2064	0.0274	0.0229	0.0194	0.0162	16	28
