DXEX v3
C:\Documents and Settings\Prof. Werneck\Desktop\Testes_HTP\Testes\Testes_Topo\15mm\15mm_campo_topo_t02.lda
15:15:48
15.00 mm;-0.85 mm;0.00 mm
15_90_sub1
"X [mm]"	"Y [mm]"	"Z [mm]"	"Date_Time"	"Count{1}"	"Data Rate{1} [#/s]"	"Validation{1} [%]"	"LDA1-Mean [m/s]"	"LDA2-Mean [m/s]"	"LDA1-RMS [m/s]"	"LDA2-RMS [m/s]"	"LDA1-MeanConf [m/s]"	"LDA2-MeanConf [m/s]"	"LDA1-RMSConf [m/s]"	"LDA2-RMSConf [m/s]"	"LDA1-AnodeCur [uA]"	"LDA2-AnodeCur [uA]"	
15.00	-3.35	-7.00	15:52:51	151	30.31	92.81	0.0350	-0.2334	0.2443	0.2246	0.0391	0.0359	0.0276	0.0254	12	19
15.00	-2.85	-7.00	15:53:03	150	31.20	71.10	-0.0222	-0.2452	0.2428	0.2018	0.0390	0.0324	0.0276	0.0229	16	19
15.00	-2.35	-7.00	15:53:15	116	23.69	92.51	0.0051	-0.1728	0.2363	0.1896	0.0432	0.0347	0.0305	0.0245	12	25
15.00	-1.85	-7.00	15:53:27	165	33.59	95.60	-0.0207	-0.1714	0.2355	0.2043	0.0360	0.0313	0.0255	0.0221	12	22
15.00	-1.35	-7.00	15:53:40	151	30.72	95.18	-0.0972	-0.1292	0.2313	0.1817	0.0370	0.0291	0.0262	0.0206	12	25
15.00	-0.85	-7.00	15:53:52	124	25.21	96.62	-0.1141	-0.1053	0.2638	0.1674	0.0466	0.0296	0.0330	0.0209	19	28
15.00	-0.35	-7.00	15:54:05	119	23.89	94.56	-0.1756	-0.0288	0.2299	0.1785	0.0415	0.0322	0.0293	0.0228	16	32
15.00	0.15	-7.00	15:54:17	102	20.85	92.49	-0.1399	0.0165	0.2632	0.1593	0.0513	0.0311	0.0363	0.0220	12	28
15.00	0.65	-7.00	15:54:30	103	21.21	94.93	-0.1114	0.1151	0.2604	0.1632	0.0505	0.0317	0.0357	0.0224	16	22
15.00	1.15	-7.00	15:54:42	105	21.10	96.83	-0.0661	0.1183	0.2470	0.1692	0.0475	0.0325	0.0336	0.0230	12	19
15.00	1.65	-7.00	15:54:55	112	22.85	90.00	-0.0211	0.1368	0.2176	0.1858	0.0405	0.0346	0.0286	0.0244	16	35
15.00	2.15	-7.00	15:55:07	100	20.52	95.56	-0.0313	0.2057	0.2155	0.1402	0.0425	0.0276	0.0300	0.0195	12	19
15.00	2.65	-7.00	15:55:19	140	28.66	98.54	0.0096	0.2133	0.2461	0.1737	0.0409	0.0289	0.0289	0.0204	16	19
15.00	3.15	-7.00	15:55:32	106	21.43	89.64	0.0663	0.2487	0.2654	0.1975	0.0508	0.0378	0.0359	0.0267	16	16
15.00	3.65	-7.00	15:55:44	102	20.65	90.20	0.0655	0.2911	0.2277	0.1644	0.0444	0.0321	0.0314	0.0227	12	25
15.00	4.15	-7.00	15:55:57	124	25.32	93.83	0.0271	0.2680	0.2387	0.1851	0.0422	0.0327	0.0298	0.0231	12	25
15.00	4.65	-7.00	15:56:10	118	23.80	91.85	0.0429	0.2404	0.2176	0.2064	0.0394	0.0374	0.0279	0.0264	12	25
15.00	5.15	-7.00	15:56:22	143	28.92	88.84	0.0251	0.2484	0.2025	0.1705	0.0333	0.0280	0.0236	0.0198	12	22
15.00	5.65	-7.00	15:56:34	136	27.34	96.91	0.0116	0.2747	0.2175	0.1735	0.0367	0.0293	0.0259	0.0207	22	25
15.00	6.15	-7.00	15:56:46	107	21.56	92.18	0.0359	0.2763	0.1820	0.1770	0.0347	0.0337	0.0245	0.0238	16	19
15.00	6.65	-7.00	15:57:00	118	23.84	94.86	-0.0047	0.2771	0.2065	0.1760	0.0374	0.0319	0.0265	0.0226	16	19
15.00	7.15	-7.00	15:57:12	129	26.20	94.38	-0.0056	0.2773	0.2167	0.1784	0.0375	0.0309	0.0265	0.0219	19	22
15.00	7.15	-7.50	15:57:25	120	24.45	88.81	-0.0419	0.2613	0.2135	0.1964	0.0384	0.0353	0.0271	0.0250	19	16
15.00	6.65	-7.50	15:57:37	120	24.17	95.60	0.0207	0.2711	0.2111	0.1966	0.0379	0.0353	0.0268	0.0250	16	19
15.00	6.15	-7.50	15:57:50	105	21.71	93.22	-0.0258	0.2878	0.1948	0.1980	0.0374	0.0380	0.0265	0.0269	19	19
15.00	5.65	-7.50	15:58:03	134	27.32	94.29	0.0106	0.2624	0.2258	0.2118	0.0384	0.0360	0.0271	0.0255	16	25
15.00	5.15	-7.50	15:58:16	124	25.53	95.53	0.0100	0.2726	0.2280	0.1958	0.0403	0.0346	0.0285	0.0245	12	25
15.00	4.65	-7.50	15:58:28	133	26.85	93.04	0.0187	0.2544	0.2426	0.2118	0.0414	0.0361	0.0293	0.0256	12	28
15.00	4.15	-7.50	15:58:40	145	29.36	95.55	0.0400	0.2826	0.2470	0.2168	0.0403	0.0354	0.0285	0.0250	12	48
15.00	3.65	-7.50	15:58:53	122	24.81	95.19	0.0362	0.2696	0.2314	0.2164	0.0412	0.0386	0.0292	0.0273	12	28
15.00	3.15	-7.50	15:59:06	121	24.52	93.66	0.0080	0.2679	0.2179	0.1823	0.0390	0.0326	0.0276	0.0231	12	16
15.00	2.65	-7.50	15:59:18	127	25.69	98.82	0.0512	0.2378	0.2434	0.1877	0.0425	0.0328	0.0301	0.0232	12	22
15.00	2.15	-7.50	15:59:31	128	26.43	95.35	0.0311	0.2277	0.2458	0.1860	0.0428	0.0323	0.0302	0.0229	12	22
15.00	1.65	-7.50	15:59:44	110	22.15	97.02	0.0065	0.2161	0.2255	0.1893	0.0423	0.0355	0.0299	0.0251	12	22
15.00	1.15	-7.50	15:59:56	108	21.96	91.18	-0.0235	0.1674	0.2697	0.1896	0.0511	0.0359	0.0361	0.0254	12	19
15.00	0.65	-7.50	16:00:08	83	17.04	80.73	-0.0288	0.1093	0.3228	0.1328	0.0699	0.0288	0.0494	0.0203	12	19
15.00	0.15	-7.50	16:00:21	88	18.12	93.56	0.0253	0.0583	0.2724	0.1750	0.0572	0.0368	0.0405	0.0260	16	28
15.00	-0.35	-7.50	16:00:33	101	21.01	95.31	-0.0691	-0.0369	0.3182	0.1643	0.0624	0.0322	0.0441	0.0228	12	35
15.00	-0.85	-7.50	16:00:46	140	28.45	94.93	-0.0578	-0.1355	0.2779	0.1571	0.0462	0.0261	0.0327	0.0185	19	28
15.00	-1.35	-7.50	16:00:58	136	27.69	96.38	-0.0511	-0.1742	0.2697	0.1849	0.0455	0.0312	0.0322	0.0221	12	25
15.00	-1.85	-7.50	16:01:12	147	29.66	89.73	0.0328	-0.2166	0.2909	0.1965	0.0472	0.0319	0.0334	0.0225	9	19
15.00	-2.35	-7.50	16:01:24	120	24.12	96.21	0.0034	-0.2458	0.2484	0.1824	0.0446	0.0328	0.0316	0.0232	12	28
15.00	-2.85	-7.50	16:01:37	127	25.54	90.06	0.0735	-0.2538	0.2273	0.1805	0.0397	0.0315	0.0281	0.0223	12	19
15.00	-3.35	-7.50	16:01:49	160	32.08	90.96	0.0485	-0.2906	0.2423	0.1880	0.0377	0.0292	0.0266	0.0207	12	16
15.00	-3.85	-7.50	16:02:02	137	28.30	94.77	-0.0006	-0.3232	0.2579	0.2040	0.0433	0.0343	0.0307	0.0242	12	19
15.00	-4.35	-7.50	16:02:14	146	30.02	78.86	0.0299	-0.2709	0.2709	0.2026	0.0441	0.0330	0.0312	0.0233	12	22
15.00	-4.85	-7.50	16:02:26	154	31.20	78.99	-0.0088	-0.3160	0.2378	0.1911	0.0377	0.0303	0.0266	0.0214	16	28
15.00	-5.35	-7.50	16:02:38	133	27.97	83.61	-0.0203	-0.2931	0.2446	0.2324	0.0417	0.0396	0.0295	0.0280	12	19
15.00	-5.85	-7.50	16:02:50	167	33.78	94.54	-0.0011	-0.2470	0.2133	0.2198	0.0325	0.0334	0.0229	0.0236	16	19
15.00	-6.35	-7.50	16:03:02	160	32.13	89.97	0.0331	-0.2918	0.2467	0.1912	0.0384	0.0297	0.0271	0.0210	16	19
15.00	-6.85	-7.50	16:03:15	171	34.86	95.34	-0.0177	-0.2982	0.2292	0.1771	0.0345	0.0266	0.0244	0.0188	16	19
15.00	-6.85	-8.00	16:03:28	132	26.44	93.16	-0.0225	-0.3043	0.2257	0.1840	0.0387	0.0315	0.0273	0.0223	16	19
15.00	-6.35	-8.00	16:03:40	158	31.99	93.58	-0.0332	-0.2831	0.1908	0.1918	0.0299	0.0300	0.0211	0.0212	16	22
15.00	-5.85	-8.00	16:03:52	153	30.88	90.91	-0.0192	-0.2499	0.2018	0.2106	0.0321	0.0335	0.0227	0.0237	12	19
15.00	-5.35	-8.00	16:04:04	148	29.19	86.42	-0.0289	-0.2326	0.2214	0.1980	0.0358	0.0320	0.0253	0.0226	16	19
15.00	-4.85	-8.00	16:04:16	149	30.14	92.81	-0.0416	-0.2879	0.2452	0.2167	0.0395	0.0349	0.0279	0.0247	12	19
15.00	-4.35	-8.00	16:04:30	139	28.40	91.84	-0.0450	-0.2743	0.2614	0.2315	0.0436	0.0386	0.0308	0.0273	16	25
15.00	-3.85	-8.00	16:04:41	132	27.27	94.96	0.0210	-0.2698	0.2219	0.2048	0.0380	0.0351	0.0269	0.0248	12	19
15.00	-3.35	-8.00	16:04:54	144	29.15	92.16	0.0313	-0.2817	0.2600	0.2055	0.0426	0.0337	0.0301	0.0238	16	22
15.00	-2.85	-8.00	16:05:06	126	25.66	93.64	0.0370	-0.2368	0.2196	0.2038	0.0385	0.0357	0.0272	0.0253	12	22
15.00	-2.35	-8.00	16:05:18	116	23.33	95.22	0.0552	-0.2498	0.2207	0.1996	0.0403	0.0365	0.0285	0.0258	12	16
15.00	-1.85	-8.00	16:05:30	139	27.93	94.10	0.0676	-0.2267	0.2581	0.2046	0.0431	0.0341	0.0305	0.0241	16	25
15.00	-1.35	-8.00	16:05:43	93	18.79	95.37	-0.0224	-0.2051	0.2612	0.1549	0.0534	0.0316	0.0377	0.0224	16	22
15.00	-0.85	-8.00	16:05:55	126	25.30	97.04	0.0627	-0.0987	0.2617	0.1793	0.0459	0.0314	0.0324	0.0222	16	25
15.00	-0.35	-8.00	16:06:08	114	22.91	87.55	0.0344	-0.0461	0.2899	0.1782	0.0535	0.0328	0.0378	0.0232	16	25
15.00	0.15	-8.00	16:06:21	102	20.71	95.29	0.0372	0.0197	0.2942	0.1875	0.0574	0.0366	0.0406	0.0259	16	19
15.00	0.65	-8.00	16:06:33	104	21.27	95.24	0.0185	0.1202	0.2675	0.1984	0.0517	0.0383	0.0365	0.0271	12	16
15.00	1.15	-8.00	16:06:46	115	23.13	91.38	0.0357	0.1732	0.2517	0.1650	0.0462	0.0303	0.0327	0.0214	12	19
15.00	1.65	-8.00	16:06:58	107	21.61	94.79	0.0524	0.2042	0.2529	0.1630	0.0482	0.0310	0.0341	0.0219	12	22
15.00	2.15	-8.00	16:07:10	103	21.06	91.84	0.0067	0.2683	0.2643	0.1828	0.0513	0.0355	0.0363	0.0251	16	22
15.00	2.65	-8.00	16:07:23	133	26.82	81.08	0.0397	0.2290	0.2362	0.1996	0.0403	0.0341	0.0285	0.0241	12	22
15.00	3.15	-8.00	16:07:35	130	26.75	91.34	0.0134	0.2702	0.2436	0.1936	0.0420	0.0334	0.0297	0.0236	12	16
15.00	3.65	-8.00	16:07:47	142	28.57	96.12	-0.0027	0.2629	0.2589	0.2323	0.0427	0.0383	0.0302	0.0271	16	19
15.00	4.15	-8.00	16:08:00	131	26.86	88.30	-0.0151	0.2304	0.2367	0.2131	0.0407	0.0366	0.0288	0.0259	12	19
15.00	4.65	-8.00	16:08:12	108	21.57	86.73	-0.0360	0.2605	0.2121	0.2184	0.0402	0.0414	0.0284	0.0293	12	19
15.00	5.15	-8.00	16:08:24	135	27.53	94.71	0.0018	0.2770	0.2349	0.2074	0.0398	0.0351	0.0281	0.0248	16	19
15.00	5.65	-8.00	16:08:36	137	28.17	93.03	0.0011	0.2683	0.2052	0.1891	0.0345	0.0318	0.0244	0.0225	16	19
15.00	6.15	-8.00	16:08:49	145	29.08	96.61	-0.0062	0.2899	0.1912	0.1960	0.0312	0.0320	0.0221	0.0226	16	19
15.00	6.65	-8.00	16:09:02	119	23.85	88.19	-0.0006	0.2264	0.2054	0.2221	0.0371	0.0401	0.0262	0.0283	16	22
15.00	7.15	-8.00	16:09:14	131	26.73	88.91	-0.0281	0.1869	0.2093	0.2301	0.0360	0.0396	0.0254	0.0280	16	32
15.00	6.15	-8.50	16:09:28	126	25.93	73.00	-0.0122	0.2347	0.2259	0.2290	0.0396	0.0401	0.0280	0.0284	12	19
15.00	5.65	-8.50	16:09:40	117	23.66	84.98	-0.0131	0.2600	0.2168	0.2143	0.0395	0.0390	0.0279	0.0276	16	28
15.00	5.15	-8.50	16:09:52	133	28.46	93.98	-0.0183	0.2926	0.1948	0.2066	0.0332	0.0352	0.0235	0.0249	16	28
15.00	4.65	-8.50	16:10:05	127	25.78	87.82	-0.0495	0.2454	0.2360	0.2207	0.0412	0.0385	0.0291	0.0273	16	22
15.00	4.15	-8.50	16:10:18	139	28.23	95.68	-0.0411	0.2474	0.2237	0.2040	0.0373	0.0340	0.0264	0.0241	12	19
15.00	3.65	-8.50	16:10:30	136	27.78	87.06	-0.0359	0.2400	0.2270	0.2175	0.0383	0.0367	0.0271	0.0259	12	19
15.00	3.15	-8.50	16:10:43	123	24.03	72.49	0.0193	0.2418	0.2162	0.2334	0.0384	0.0414	0.0271	0.0293	16	22
15.00	2.65	-8.50	16:10:55	126	25.74	96.03	0.0458	0.2237	0.2391	0.2203	0.0419	0.0386	0.0296	0.0273	12	19
15.00	2.15	-8.50	16:11:08	106	22.87	85.07	0.0184	0.2049	0.2090	0.2028	0.0400	0.0388	0.0283	0.0274	12	19
15.00	1.65	-8.50	16:11:20	105	21.52	96.26	0.0385	0.1991	0.2530	0.1954	0.0486	0.0376	0.0344	0.0266	12	19
15.00	1.15	-8.50	16:11:32	113	23.18	92.31	0.0685	0.1807	0.2323	0.1777	0.0430	0.0329	0.0304	0.0233	12	16
15.00	0.65	-8.50	16:11:44	81	16.83	90.71	0.0385	0.1019	0.2689	0.1854	0.0589	0.0406	0.0417	0.0287	16	16
15.00	0.15	-8.50	16:11:58	70	14.12	93.86	0.1301	0.0843	0.2375	0.1590	0.0560	0.0375	0.0396	0.0265	16	22
15.00	-0.35	-8.50	16:12:10	129	26.15	92.61	0.1375	-0.0251	0.2639	0.1620	0.0457	0.0281	0.0323	0.0198	12	19
15.00	-0.85	-8.50	16:12:22	115	23.00	87.97	0.1040	-0.1034	0.2428	0.1977	0.0446	0.0363	0.0315	0.0257	12	16
15.00	-1.35	-8.50	16:12:35	122	24.74	77.54	0.0810	-0.1363	0.2662	0.1768	0.0474	0.0315	0.0335	0.0223	12	16
15.00	-1.85	-8.50	16:12:48	86	17.98	94.80	0.0476	-0.1820	0.2539	0.1859	0.0540	0.0395	0.0382	0.0279	12	16
15.00	-2.35	-8.50	16:13:00	114	22.92	95.62	0.0462	-0.1981	0.2740	0.2006	0.0505	0.0370	0.0357	0.0262	12	16
15.00	-2.85	-8.50	16:13:13	131	26.26	89.14	0.0572	-0.2374	0.2594	0.2010	0.0446	0.0346	0.0315	0.0244	12	16
15.00	-3.35	-8.50	16:13:26	121	24.23	89.43	0.0105	-0.2541	0.2704	0.2194	0.0484	0.0393	0.0342	0.0278	12	16
15.00	-3.85	-8.50	16:13:38	171	34.50	93.87	-0.0087	-0.2305	0.2384	0.2353	0.0358	0.0354	0.0253	0.0250	12	25
15.00	-4.35	-8.50	16:13:51	153	31.44	81.15	-0.0447	-0.2044	0.2511	0.2200	0.0399	0.0350	0.0282	0.0247	12	22
15.00	-4.85	-8.50	16:14:03	155	31.62	94.20	-0.0658	-0.2891	0.2294	0.2046	0.0362	0.0323	0.0256	0.0229	12	28
15.00	-5.35	-8.50	16:14:15	156	31.56	91.32	-0.0472	-0.2768	0.2053	0.1872	0.0323	0.0295	0.0229	0.0208	16	28
15.00	-5.85	-8.50	16:14:27	176	35.46	92.19	-0.0121	-0.2946	0.2055	0.1778	0.0304	0.0263	0.0215	0.0186	22	38
15.00	-3.85	-9.00	16:14:46	160	32.83	75.62	-0.0229	-0.2141	0.2313	0.2049	0.0360	0.0319	0.0254	0.0225	12	16
15.00	-3.35	-9.00	16:14:59	135	28.26	83.16	0.0020	-0.1916	0.2358	0.2171	0.0399	0.0368	0.0282	0.0260	12	22
15.00	-2.85	-9.00	16:15:11	146	29.58	88.33	0.0113	-0.1770	0.2336	0.2143	0.0380	0.0349	0.0269	0.0247	16	19
15.00	-2.35	-9.00	16:15:24	105	21.63	92.66	0.0503	-0.1505	0.2430	0.2055	0.0467	0.0395	0.0330	0.0279	16	19
15.00	-1.85	-9.00	16:15:36	91	18.36	89.44	0.1178	-0.1465	0.2092	0.2198	0.0432	0.0454	0.0306	0.0321	16	19
15.00	-1.35	-9.00	16:15:49	115	23.31	96.12	0.0983	-0.1217	0.2816	0.1825	0.0517	0.0335	0.0366	0.0237	16	19
15.00	-0.85	-9.00	16:16:01	132	27.06	94.26	0.1432	-0.0645	0.2217	0.1590	0.0380	0.0272	0.0268	0.0192	16	16
15.00	-0.35	-9.00	16:16:13	121	24.38	95.14	0.1510	0.0158	0.2593	0.1667	0.0464	0.0298	0.0328	0.0211	12	12
15.00	0.15	-9.00	16:16:26	93	19.16	99.35	0.1711	0.0220	0.2048	0.1350	0.0419	0.0276	0.0296	0.0195	16	19
15.00	0.65	-9.00	16:16:38	107	22.01	94.10	0.1083	0.0506	0.2295	0.1932	0.0437	0.0368	0.0309	0.0260	12	19
15.00	1.15	-9.00	16:16:50	114	23.43	97.02	0.0928	0.1138	0.2314	0.1677	0.0427	0.0309	0.0302	0.0219	12	12
15.00	1.65	-9.00	16:17:04	108	22.69	95.46	0.0712	0.1360	0.2554	0.1862	0.0484	0.0353	0.0342	0.0249	12	22
15.00	2.15	-9.00	16:17:15	114	23.08	91.99	0.0052	0.1846	0.2490	0.2167	0.0459	0.0400	0.0325	0.0283	16	19
15.00	2.65	-9.00	16:17:28	129	26.08	92.90	-0.0085	0.1809	0.2279	0.2228	0.0395	0.0386	0.0279	0.0273	12	19
15.00	3.15	-9.00	16:17:41	184	36.74	96.86	-0.0894	0.1703	0.2547	0.1999	0.0369	0.0290	0.0261	0.0205	16	19
15.00	3.65	-9.00	16:17:53	137	28.13	94.88	-0.0407	0.2120	0.2041	0.2108	0.0343	0.0354	0.0243	0.0251	16	19
15.00	4.15	-9.00	16:18:05	117	24.24	92.76	-0.0410	0.2264	0.1999	0.1956	0.0364	0.0356	0.0257	0.0252	25	16
15.00	3.65	-9.50	16:18:17	132	26.95	96.83	-0.0662	0.2426	0.1873	0.1743	0.0321	0.0298	0.0227	0.0211	16	16
15.00	3.15	-9.50	16:18:29	125	25.05	95.29	-0.0621	0.1749	0.1989	0.1968	0.0350	0.0346	0.0248	0.0245	16	16
15.00	2.65	-9.50	16:18:41	92	18.51	91.98	-0.0620	0.1391	0.2407	0.2020	0.0495	0.0415	0.0350	0.0293	16	25
15.00	2.15	-9.50	16:18:54	90	18.20	92.54	-0.0339	0.1396	0.2305	0.1989	0.0479	0.0413	0.0339	0.0292	19	19
15.00	1.65	-9.50	16:19:07	100	20.54	93.46	0.0845	0.0973	0.2476	0.1915	0.0488	0.0377	0.0345	0.0267	12	19
15.00	1.15	-9.50	16:19:19	102	20.91	96.33	0.1375	0.1082	0.2203	0.1735	0.0430	0.0338	0.0304	0.0239	16	16
15.00	0.65	-9.50	16:19:31	97	20.13	98.66	0.1661	0.0712	0.1839	0.1512	0.0368	0.0302	0.0260	0.0214	12	16
15.00	0.15	-9.50	16:19:44	97	20.18	96.29	0.1904	0.0785	0.1973	0.1432	0.0395	0.0286	0.0279	0.0203	16	22
15.00	-0.35	-9.50	16:19:57	113	22.78	94.87	0.2104	-0.0155	0.1956	0.1628	0.0362	0.0301	0.0256	0.0213	12	19
15.00	-0.85	-9.50	16:20:09	123	25.01	98.89	0.1779	-0.0672	0.1984	0.1261	0.0352	0.0224	0.0249	0.0158	16	16
15.00	-1.35	-9.50	16:20:21	105	21.62	94.61	0.1363	-0.1181	0.2083	0.1443	0.0400	0.0277	0.0283	0.0196	12	16
15.00	-1.85	-9.50	16:20:34	125	25.41	97.92	0.0661	-0.1212	0.2587	0.2060	0.0455	0.0363	0.0322	0.0256	12	16
15.00	-2.35	-9.50	16:20:46	104	21.00	83.22	0.0699	-0.1258	0.2272	0.2154	0.0439	0.0416	0.0310	0.0294	16	16
15.00	-2.85	-9.50	16:20:59	115	23.59	93.74	0.0245	-0.1965	0.2225	0.2270	0.0408	0.0417	0.0289	0.0295	16	19
15.00	-3.35	-9.50	16:21:12	108	21.74	92.46	0.0036	-0.2014	0.2202	0.2166	0.0417	0.0410	0.0295	0.0290	16	16
15.00	-2.85	-10.00	16:21:24	113	22.72	85.32	-0.0360	-0.1762	0.2033	0.1776	0.0377	0.0329	0.0266	0.0233	19	19
15.00	-2.35	-10.00	16:21:37	99	20.01	93.18	0.0080	-0.1657	0.2394	0.1741	0.0474	0.0345	0.0335	0.0244	16	16
15.00	-1.85	-10.00	16:21:50	92	19.18	93.01	0.0861	-0.1052	0.1941	0.1677	0.0399	0.0345	0.0282	0.0244	12	16
15.00	-1.35	-10.00	16:22:02	86	17.51	96.50	0.1828	-0.0943	0.1914	0.1475	0.0407	0.0314	0.0288	0.0222	16	19
15.00	-0.85	-10.00	16:22:14	127	25.59	98.35	0.1955	-0.0626	0.1666	0.1480	0.0291	0.0258	0.0206	0.0183	12	16
15.00	-0.35	-10.00	16:22:26	129	25.92	95.81	0.2174	-0.0148	0.1704	0.1393	0.0295	0.0241	0.0209	0.0171	19	16
15.00	0.15	-10.00	16:22:39	95	19.48	90.42	0.2264	0.0407	0.1945	0.1522	0.0393	0.0308	0.0278	0.0217	19	12
15.00	0.65	-10.00	16:22:51	101	20.40	97.89	0.1744	0.0501	0.2132	0.1533	0.0418	0.0300	0.0296	0.0212	12	16
15.00	1.15	-10.00	16:23:03	99	20.59	92.59	0.1586	0.1236	0.2329	0.1431	0.0461	0.0283	0.0326	0.0200	16	19
15.00	1.65	-10.00	16:23:16	103	20.78	94.84	0.0783	0.0923	0.2349	0.1688	0.0456	0.0328	0.0322	0.0232	16	22
15.00	2.15	-10.00	16:23:30	118	24.75	96.89	0.0123	0.1521	0.2106	0.1910	0.0382	0.0346	0.0270	0.0245	16	16
15.00	2.65	-10.00	16:23:43	105	21.19	95.85	-0.0360	0.1490	0.2254	0.2002	0.0433	0.0385	0.0306	0.0272	12	22
15.00	2.65	-10.50	16:23:56	106	21.21	94.33	-0.0636	0.0934	0.2130	0.2152	0.0407	0.0412	0.0288	0.0291	16	25
15.00	2.15	-10.50	16:24:09	100	20.31	92.69	0.0014	0.1867	0.2132	0.1450	0.0420	0.0286	0.0297	0.0202	19	22
15.00	1.65	-10.50	16:24:23	119	24.63	97.60	0.0490	0.1347	0.2139	0.1566	0.0386	0.0283	0.0273	0.0200	12	16
15.00	1.15	-10.50	16:24:36	120	23.69	97.13	0.1329	0.1043	0.1605	0.1467	0.0288	0.0264	0.0204	0.0186	16	22
15.00	0.65	-10.50	16:24:50	82	16.78	95.26	0.1973	0.0350	0.1677	0.1596	0.0365	0.0348	0.0258	0.0246	12	19
15.00	0.15	-10.50	16:25:02	118	23.74	96.91	0.2701	0.0236	0.1988	0.1343	0.0360	0.0243	0.0255	0.0172	12	12
15.00	-0.35	-10.50	16:25:15	108	22.27	94.74	0.2308	0.0036	0.1942	0.1638	0.0368	0.0310	0.0260	0.0219	12	16
15.00	-0.85	-10.50	16:25:27	99	19.56	96.95	0.2065	-0.0409	0.1688	0.1559	0.0334	0.0309	0.0236	0.0218	16	19
15.00	-1.35	-10.50	16:25:40	79	16.28	92.83	0.1435	-0.0720	0.1961	0.1533	0.0435	0.0340	0.0308	0.0241	12	16
15.00	-1.85	-10.50	16:25:52	60	12.38	87.71	0.1015	-0.1348	0.1912	0.1568	0.0488	0.0400	0.0345	0.0283	16	22
15.00	-2.35	-10.50	16:26:04	101	20.49	92.03	0.0651	-0.1637	0.1942	0.1554	0.0381	0.0305	0.0269	0.0215	16	19
15.00	-1.85	-11.00	16:26:16	40	8.56	91.13	0.0856	-0.1358	0.2066	0.1766	0.0648	0.0554	0.0458	0.0392	12	19
15.00	-1.35	-11.00	16:26:30	62	12.67	98.95	0.1962	-0.0660	0.1413	0.1465	0.0355	0.0368	0.0251	0.0260	16	19
15.00	-0.85	-11.00	16:26:42	88	17.63	91.21	0.2641	-0.0420	0.1765	0.1588	0.0371	0.0334	0.0262	0.0236	16	19
15.00	-0.35	-11.00	16:26:54	148	30.28	96.08	0.3209	-0.0244	0.1914	0.1508	0.0309	0.0244	0.0219	0.0172	16	16
15.00	0.15	-11.00	16:27:06	126	25.38	95.04	0.2777	0.0113	0.1824	0.1660	0.0320	0.0291	0.0226	0.0206	12	16
15.00	0.65	-11.00	16:27:19	66	13.45	91.63	0.2290	0.0417	0.1673	0.1653	0.0407	0.0402	0.0288	0.0284	12	16
15.00	1.15	-11.00	16:27:32	85	17.56	90.24	0.1851	0.1069	0.1840	0.1744	0.0394	0.0373	0.0278	0.0264	19	22
15.00	1.65	-11.00	16:27:44	110	22.42	92.51	0.0739	0.1196	0.1792	0.1588	0.0336	0.0298	0.0238	0.0211	16	19
15.00	2.15	-11.00	16:27:56	98	20.05	88.66	0.0406	0.1113	0.2001	0.1679	0.0398	0.0334	0.0282	0.0236	16	16
15.00	1.65	-11.50	16:28:09	105	21.41	97.21	0.0994	0.1106	0.1950	0.1894	0.0375	0.0364	0.0265	0.0257	16	19
15.00	1.15	-11.50	16:28:21	109	22.05	95.56	0.1620	0.0689	0.1784	0.1522	0.0336	0.0287	0.0238	0.0203	19	12
15.00	0.65	-11.50	16:28:34	75	15.59	90.87	0.2476	0.0744	0.1879	0.1639	0.0428	0.0373	0.0303	0.0264	12	19
15.00	0.15	-11.50	16:28:46	119	24.70	93.94	0.2819	0.0077	0.1881	0.1458	0.0339	0.0263	0.0240	0.0186	19	19
15.00	-0.35	-11.50	16:28:59	132	27.15	89.53	0.2536	-0.0377	0.1824	0.1716	0.0312	0.0294	0.0221	0.0208	16	19
15.00	-0.85	-11.50	16:29:12	85	17.41	76.82	0.2313	-0.0567	0.1561	0.1557	0.0334	0.0333	0.0236	0.0235	19	16
15.00	-1.35	-11.50	16:29:24	40	8.85	98.57	0.2348	-0.0830	0.1550	0.1583	0.0487	0.0497	0.0344	0.0351	16	19
15.00	-1.85	-11.50	16:29:36	35	7.14	98.21	0.1351	-0.1475	0.1729	0.1860	0.0581	0.0625	0.0411	0.0442	12	22
15.00	-1.35	-12.00	16:29:48	76	15.58	84.77	0.1866	-0.0697	0.1974	0.1554	0.0447	0.0352	0.0316	0.0249	16	19
15.00	-0.85	-12.00	16:30:01	135	27.87	93.51	0.2621	-0.0291	0.1809	0.1523	0.0306	0.0258	0.0217	0.0182	16	19
15.00	-0.35	-12.00	16:30:14	160	32.39	91.28	0.2764	0.0032	0.2054	0.1661	0.0319	0.0258	0.0226	0.0183	12	16
15.00	0.15	-12.00	16:30:27	120	24.62	72.70	0.2700	0.0372	0.2279	0.1592	0.0409	0.0286	0.0290	0.0202	12	16
15.00	0.65	-12.00	16:30:39	65	13.36	97.56	0.2372	0.0854	0.1652	0.1853	0.0405	0.0454	0.0286	0.0321	12	16
15.00	1.15	-12.00	16:30:52	99	21.37	94.38	0.1709	0.0785	0.1743	0.1376	0.0345	0.0272	0.0244	0.0193	16	16
